gene	p_val	avg_diff	pct.1	pct.2	CellType	Exp	Exp+
Adam2	0	0.995009022	0.866	0.301	Spermatocyte	1.986590366	2.111548949
Prc1	0	0.993306546	0.792	0.174	Spermatocyte	1.650600316	1.84320583
Spata16	0	0.989704339	0.868	0.355	Spermatocyte	2.063622816	2.188567003
Ccp110	0	0.98967959	0.63	0.125	Spermatocyte	1.510245906	1.886566618
Pde1c	0	0.988465583	0.809	0.249	Spermatocyte	1.681684367	1.857186855
Pttg1	0	0.986943954	0.794	0.209	Spermatocyte	1.641462303	1.831516751
Gpr160	0	0.985541508	0.745	0.156	Spermatocyte	1.375013244	1.602621729
Gmcl1	0	0.984515879	0.672	0.121	Spermatocyte	1.338209016	1.645632206
Ldhal6b	0	0.98309718	0.943	0.493	Spermatocyte	2.711514309	2.765940988
Prok2	0	0.982870314	0.649	0.066	Spermatocyte	1.15139503	1.465943196
Cfap36	0	0.982811227	0.972	0.526	Spermatocyte	3.230604485	3.258214202
Nek2	0	0.982339689	0.719	0.094	Spermatocyte	1.253715153	1.499686386
Aurka	0	0.976532933	0.698	0.125	Spermatocyte	1.304667654	1.579095973
Chrac1	0	0.976467499	0.889	0.379	Spermatocyte	2.15752707	2.261935571
Hsp90aa1	0	0.974104926	0.992	0.753	Spermatocyte	3.75525988	3.763179247
Pabpc2	0	0.971033261	0.939	0.467	Spermatocyte	2.753560269	2.812343565
Hagh	0	0.969637512	0.878	0.338	Spermatocyte	2.123796204	2.239021116
Ccdc176	0	0.96957385	0.889	0.369	Spermatocyte	2.237003721	2.34228631
Pbk	0	0.96814156	0.705	0.119	Spermatocyte	1.345602339	1.614766108
Elp5	0	0.958188816	0.758	0.197	Spermatocyte	1.485011461	1.705261152
Hdgfl1	0	0.956979658	0.796	0.211	Spermatocyte	1.576841256	1.7618641
Ldha	0	0.956046816	0.909	0.464	Spermatocyte	2.354882444	2.442067641
Elf2	0	0.9551348	0.802	0.26	Spermatocyte	1.648286394	1.830000378
1700006J14Rik	0	0.951955807	0.803	0.269	Spermatocyte	1.599573897	1.778132384
Iqcg	0	0.951617312	0.789	0.211	Spermatocyte	1.524220082	1.71462547
Trim37	0	0.951281898	0.935	0.573	Spermatocyte	2.736148122	2.798851423
RP23-340E6.2	0	0.950128634	0.899	0.424	Spermatocyte	2.257829211	2.354142005
Gtf2h1	0	0.949727033	0.779	0.184	Spermatocyte	1.514046637	1.713941178
Arl3	0	0.947864257	0.882	0.364	Spermatocyte	2.082939139	2.193527961
Gm11837	0	0.942075008	0.948	0.42	Spermatocyte	2.782185183	2.83245395
Glipr1l2	0	0.941239954	0.678	0.063	Spermatocyte	1.23419649	1.523996308
Snhg3	0	0.936928091	0.69	0.125	Spermatocyte	1.352639457	1.640485197
Mtl5	0	0.935723586	0.662	0.121	Spermatocyte	1.292894055	1.607788591
Slc9b1	0	0.934064453	0.846	0.301	Spermatocyte	1.878055733	2.021935859
March11	0	0.933564623	0.887	0.36	Spermatocyte	2.224481512	2.331925416
Ahi1	0	0.93345293	0.854	0.367	Spermatocyte	2.003949132	2.141821606
H2afz	0	0.931001518	0.783	0.228	Spermatocyte	1.57839343	1.777351617
Art3	0	0.927945221	0.85	0.272	Spermatocyte	1.888109798	2.028151565
Pdzd9	0	0.922380311	0.717	0.22	Spermatocyte	1.477399345	1.742768154
Tex40	0	0.921015235	0.924	0.459	Spermatocyte	2.511007925	2.584181474
Mdh1b	0	0.915074664	0.782	0.238	Spermatocyte	1.507087766	1.703406077
Rnf166	0	0.914443475	0.705	0.139	Spermatocyte	1.333736105	1.602938466
Krcc1	0	0.911878318	0.827	0.294	Spermatocyte	1.757067992	1.916710926
Cklf	0	0.911016629	0.825	0.27	Spermatocyte	1.736936113	1.898177167
Hdgf	0	0.910690261	0.866	0.391	Spermatocyte	1.957725885	2.082252398
Nlrp14	0	0.903967524	0.845	0.337	Spermatocyte	1.956530846	2.103298189
Fam118b	0	0.902461956	0.706	0.119	Spermatocyte	1.197016481	1.45179511
2700049A03Rik	0	0.901658128	0.763	0.214	Spermatocyte	1.485540995	1.701295078
Ldhc	0	0.901640439	0.999	0.774	Spermatocyte	4.403642285	4.404429041
Vdac2	0	0.900318141	0.896	0.435	Spermatocyte	2.307394492	2.406647326
Usp1	0	0.89986326	0.925	0.499	Spermatocyte	2.570104598	2.64260703
Cks2	0	0.899024391	0.558	0.08	Spermatocyte	1.240530996	1.687799156
Pde8a	0	0.895986542	0.789	0.258	Spermatocyte	1.563197034	1.755207488
4930544G11Rik	0	0.894127817	0.826	0.292	Spermatocyte	1.841794513	2.004529117
Mif4gd	0	0.89383042	0.769	0.198	Spermatocyte	1.479821338	1.688584779
Tdrd6	0	0.890881389	0.809	0.274	Spermatocyte	1.722919398	1.900385433
Wfdc15a	0	0.889658754	0.811	0.267	Spermatocyte	1.628055687	1.800239262
Ccna1	0	0.886848477	0.612	0.141	Spermatocyte	1.21235005	1.580972145
Larp7	0	0.886818866	0.939	0.553	Spermatocyte	2.744546863	2.803067511
Nphp1	0	0.885046048	0.945	0.455	Spermatocyte	2.725282439	2.778630648
Lef1	0	0.883168723	0.617	0.048	Spermatocyte	1.027556403	1.362565615
Ybx3	0	0.880330394	0.978	0.643	Spermatocyte	3.291821371	3.313425183
1700108J01Rik	0	0.879467199	0.841	0.306	Spermatocyte	1.79105734	1.93735272
Exosc3	0	0.878944533	0.735	0.254	Spermatocyte	1.514247892	1.762471617
Tcp1	0	0.878776761	0.967	0.706	Spermatocyte	3.105060734	3.137122001
RP24-176P19.3	0	0.877923288	0.607	0.051	Spermatocyte	1.009743865	1.354274508
Sbds	0	0.87755714	0.805	0.337	Spermatocyte	1.73000682	1.911444177
Ak9	0	0.876799291	0.761	0.204	Spermatocyte	1.486900605	1.704074825
Nipbl	0	0.875387446	0.896	0.468	Spermatocyte	2.413698876	2.513771016
Cog6	0	0.871010297	0.717	0.155	Spermatocyte	1.281142258	1.531949479
0610009L18Rik	0	0.868865685	0.837	0.379	Spermatocyte	1.849854838	2.001337147
Wdr48	0	0.867161453	0.845	0.366	Spermatocyte	1.863751939	2.008332288
Coprs	0	0.866990455	0.669	0.125	Spermatocyte	1.285645527	1.591486906
1700018L02Rik	0	0.864659744	0.792	0.251	Spermatocyte	1.560822913	1.748919011
Galntl6	0	0.863956238	0.619	0.16	Spermatocyte	1.240032249	1.602315042
Rb1cc1	0	0.863002228	0.91	0.538	Spermatocyte	2.458433872	2.544520716
Tctex1d2	0	0.860131129	0.884	0.383	Spermatocyte	2.085602222	2.193942091
Atp6v1d	0	0.859852517	0.801	0.265	Spermatocyte	1.606687903	1.787546102
Sycp2	0	0.859771145	0.823	0.281	Spermatocyte	2.02275419	2.194082358
1700029M20Rik	0	0.857263711	0.739	0.192	Spermatocyte	1.341776305	1.573731816
Dynlt1f	0	0.855074774	0.811	0.273	Spermatocyte	1.615810122	1.786933576
Galnt3	0	0.853305314	0.779	0.24	Spermatocyte	1.590049349	1.793433935
Rexo2	0	0.850793579	0.777	0.232	Spermatocyte	1.469365695	1.669057355
Cmtm2b	0	0.850549222	0.917	0.51	Spermatocyte	2.598679176	2.679165495
1700026J12Rik	0	0.850184429	0.641	0.097	Spermatocyte	1.076287126	1.390707573
Ttc4	0	0.84972656	0.766	0.273	Spermatocyte	1.597309	1.814938666
Cetn4	0	0.848537976	0.901	0.46	Spermatocyte	2.355930046	2.451164466
1700020D05Rik	0	0.84736853	0.851	0.369	Spermatocyte	2.239606865	2.384467996
Slco6c1	0	0.847050522	0.804	0.247	Spermatocyte	1.671811481	1.852534116
Eif1b	0	0.838132579	0.811	0.348	Spermatocyte	1.884094687	2.064477895
Ddx25	0	0.83765961	0.895	0.412	Spermatocyte	2.190510891	2.290066357
Catsper2	0	0.836713331	0.808	0.307	Spermatocyte	1.763433179	1.943386483
Efhd1	0	0.83575386	0.799	0.308	Spermatocyte	1.616896629	1.800311361
Als2cr12	0	0.834471652	0.835	0.308	Spermatocyte	1.786827129	1.938813164
Fam98c	0	0.831531107	0.846	0.348	Spermatocyte	1.896739729	2.0403655
Sccpdh	0	0.827798561	0.884	0.432	Spermatocyte	2.182415244	2.292792142
Hsbp1	0	0.827420776	0.953	0.634	Spermatocyte	2.911365474	2.956694108
Ccdc83	0	0.826447184	0.778	0.297	Spermatocyte	1.699210924	1.90932543
Spag1	0	0.824847416	0.705	0.151	Spermatocyte	1.238471905	1.498447342
Insl6	0	0.821622438	0.865	0.379	Spermatocyte	2.004955503	2.132107016
Ube2t	0	0.820748237	0.603	0.074	Spermatocyte	1.189482635	1.566321739
Cmtm2a	0	0.820112582	0.918	0.476	Spermatocyte	2.556307494	2.635489058
Cdca8	0	0.819536113	0.704	0.12	Spermatocyte	1.361180742	1.632796174
D030056L22Rik	0	0.819416678	0.597	0.066	Spermatocyte	1.082704513	1.452354136
Asrgl1	0	0.815300441	0.978	0.7	Spermatocyte	3.421569896	3.443274146
Nop10	0	0.815203532	0.873	0.402	Spermatocyte	1.994590581	2.112911554
Fbxw5	0	0.813374934	0.746	0.214	Spermatocyte	1.348099711	1.572376777
Serf1	0	0.813082246	0.965	0.59	Spermatocyte	2.940597702	2.974629014
Larp1b	0	0.807250311	0.902	0.523	Spermatocyte	2.393439116	2.487635111
Cfap70	0	0.806930013	0.733	0.198	Spermatocyte	1.322028498	1.558862801
Cdc20	0	0.806193772	0.736	0.167	Spermatocyte	1.324786517	1.558163251
Lztfl1	0	0.804403529	0.829	0.296	Spermatocyte	1.731494954	1.888707693
Dnaaf1	0	0.804289852	0.91	0.488	Spermatocyte	2.441252687	2.527780669
Phf2	0	0.804024696	0.543	0.031	Spermatocyte	0.949857286	1.366465611
Trafd1	0	0.803608855	0.764	0.227	Spermatocyte	1.390286258	1.598446847
Slc22a21	0	0.802441671	0.636	0.105	Spermatocyte	1.084006284	1.404735948
Mzt2	0	0.801147247	0.786	0.272	Spermatocyte	1.55425541	1.748473657
Rpl10l	0	0.798723636	0.813	0.292	Spermatocyte	1.614982522	1.783626609
Dis3l	0	0.795957352	0.724	0.218	Spermatocyte	1.309723459	1.554954847
Mael	0	0.792851102	0.927	0.525	Spermatocyte	2.539551183	2.609711009
Crat	0	0.792725586	0.776	0.274	Spermatocyte	1.47475367	1.676045805
Ghrl	0	0.792200911	0.603	0.146	Spermatocyte	1.099093845	1.463576252
Chmp2b	0	0.791413579	0.788	0.268	Spermatocyte	1.476282895	1.665251114
Cetn3	0	0.791383581	0.851	0.383	Spermatocyte	1.863942539	2.002256611
Cep72	0	0.791335144	0.763	0.224	Spermatocyte	1.395162486	1.605649756
Ntpcr	0	0.791211628	0.685	0.18	Spermatocyte	1.170356194	1.446043281
Ran	0	0.789996122	0.911	0.549	Spermatocyte	2.364672816	2.449202034
Cdkn2d	0	0.787054169	0.631	0.081	Spermatocyte	1.055346477	1.378428448
Vimp	0	0.786669378	0.865	0.398	Spermatocyte	1.947711477	2.073767681
Usp8	0	0.786229569	0.85	0.383	Spermatocyte	1.967639396	2.108638277
Tmem194	0	0.78485073	0.715	0.2	Spermatocyte	1.261356579	1.512810726
Tprn	0	0.783824665	0.76	0.27	Spermatocyte	1.492205678	1.711028828
Trmt10a	0	0.783695057	0.802	0.317	Spermatocyte	1.619144076	1.799805311
1700026D08Rik	0	0.782333885	0.736	0.211	Spermatocyte	1.370500161	1.608104505
Cetn1	0	0.782040367	0.952	0.572	Spermatocyte	2.833775339	2.880589035
Syce1	0	0.780758032	0.902	0.514	Spermatocyte	2.275467026	2.368074177
Ube2d2b	0	0.780348797	0.816	0.382	Spermatocyte	1.847629279	2.021694906
Lrrcc1	0	0.779729267	0.889	0.49	Spermatocyte	2.259515319	2.365875235
Tra2b	0	0.778482054	0.746	0.25	Spermatocyte	1.527803648	1.764492828
Ovol2	0	0.778297264	0.642	0.153	Spermatocyte	1.115887608	1.434629178
Pcgf6	0	0.777296716	0.595	0.068	Spermatocyte	0.993501553	1.35053787
Slc22a16	0	0.776992006	0.747	0.25	Spermatocyte	1.437359312	1.667390494
Cct4	0	0.776900096	0.866	0.417	Spermatocyte	1.993232992	2.119008503
Spata1	0	0.7767629	0.891	0.426	Spermatocyte	2.311482889	2.416458523
Ccdc178	0	0.774766963	0.689	0.271	Spermatocyte	1.573044123	1.8788346
Txnrd3	0	0.773037811	0.862	0.419	Spermatocyte	2.013414882	2.143397591
Haus1	0	0.772458444	0.826	0.346	Spermatocyte	1.712159926	1.870970523
Commd1	0	0.771837753	0.777	0.273	Spermatocyte	1.480072143	1.67998242
Morn5	0	0.771126288	0.875	0.374	Spermatocyte	1.985113605	2.101097097
Rfx8	0	0.768920763	0.574	0.092	Spermatocyte	0.979129242	1.360407432
Pbx4	0	0.768089294	0.765	0.263	Spermatocyte	1.41719791	1.62653358
Ppp1r27	0	0.76794418	0.534	0.027	Spermatocyte	0.853781792	1.25995533
Pik3ip1	0	0.76668725	0.721	0.235	Spermatocyte	1.340449535	1.591492903
Aqp9	0	0.766162075	0.61	0.086	Spermatocyte	0.98203259	1.318434423
Itgb3bp	0	0.766127961	0.82	0.322	Spermatocyte	1.641546442	1.804563718
Atp6ap1l	0	0.765749508	0.786	0.313	Spermatocyte	1.631777402	1.829639532
Dkkl1	0	0.765685167	0.966	0.566	Spermatocyte	2.974469085	3.007778354
Bscl2	0	0.765251714	0.838	0.365	Spermatocyte	1.760986237	1.908987178
Speer2	0	0.765225377	0.647	0.135	Spermatocyte	1.068444645	1.374893915
1700018F24Rik	0	0.764615962	0.722	0.193	Spermatocyte	1.282469926	1.527570021
Calm3	0	0.764586777	0.947	0.608	Spermatocyte	2.689450124	2.73996585
Rrp1	0	0.763966395	0.938	0.655	Spermatocyte	2.631877263	2.691400376
Ccdc62	0	0.763943426	0.753	0.24	Spermatocyte	1.417858527	1.640141896
Vps26a	0	0.763434509	0.82	0.365	Spermatocyte	1.787190776	1.955093267
Ndufc1	0	0.760812753	0.927	0.553	Spermatocyte	2.457185628	2.526395532
Morf4l1	0	0.76028509	0.973	0.738	Spermatocyte	3.2178607	3.244107079
Kcnj9	0	0.758601233	0.567	0.085	Spermatocyte	0.962612478	1.349263109
Tcea2	0	0.755319039	0.831	0.359	Spermatocyte	1.701354349	1.855295827
Ybx1	0	0.755002534	0.989	0.78	Spermatocyte	3.603428209	3.6145576
Gm3448	0	0.752970044	0.773	0.271	Spermatocyte	1.478587705	1.682596791
Cwc15	0	0.750031631	0.817	0.331	Spermatocyte	1.656043742	1.823076296
Ppap2a	0	0.749974541	0.714	0.219	Spermatocyte	1.249426218	1.500443507
1700007G11Rik	0	0.747985085	0.784	0.273	Spermatocyte	1.516518717	1.711646086
Ncbp1	0	0.747896852	0.79	0.288	Spermatocyte	1.535247435	1.72464239
Lca5l	0	0.743976968	0.809	0.297	Spermatocyte	1.635636347	1.809520907
Rpl39l	0	0.743521142	0.922	0.558	Spermatocyte	2.433372027	2.507966847
Mpi	0	0.743192858	0.728	0.207	Spermatocyte	1.254144765	1.490763799
Kctd19	0	0.741212966	0.743	0.215	Spermatocyte	1.282320287	1.505594236
Adam1b	0	0.741019867	0.703	0.201	Spermatocyte	1.305531447	1.573980813
Crcp	0	0.73996477	0.719	0.24	Spermatocyte	1.296982649	1.546760045
1700001G11Rik	0	0.739583225	0.716	0.212	Spermatocyte	1.244928794	1.494186313
Ptges3	0	0.738092805	0.831	0.342	Spermatocyte	1.756707284	1.912478412
Morc2b	0	0.735919872	0.732	0.207	Spermatocyte	1.279503709	1.51397121
Bbip1	0	0.735025438	0.797	0.314	Spermatocyte	1.556807386	1.739527154
Uchl3	0	0.733821176	0.828	0.339	Spermatocyte	1.701161733	1.858453629
Kif3b	0	0.73255906	0.78	0.291	Spermatocyte	1.536891046	1.736736987
Ddx4	0	0.730409235	0.842	0.355	Spermatocyte	1.825182497	1.971693177
Ttc30a2	0	0.730217756	0.679	0.163	Spermatocyte	1.094690177	1.368280552
Gk2	0	0.729028333	0.848	0.353	Spermatocyte	1.976204153	2.119624069
Gm10762	0	0.727878742	0.624	0.107	Spermatocyte	0.96729018	1.284696173
Wdr12	0	0.727878497	0.838	0.393	Spermatocyte	1.809071231	1.958528244
Tkfc	0	0.727079433	0.618	0.101	Spermatocyte	0.975363503	1.300629908
Cfap20	0	0.72635353	0.756	0.223	Spermatocyte	1.324843857	1.537226795
Lrrc23	0	0.725056394	0.677	0.141	Spermatocyte	1.047191687	1.31662702
Ppp3ca	0	0.724868207	0.782	0.258	Spermatocyte	1.535064316	1.732781278
Kif2a	0	0.724860045	0.87	0.481	Spermatocyte	2.099304083	2.222279031
Gmps	0	0.723652022	0.865	0.423	Spermatocyte	2.044492056	2.171664474
Birc5	0	0.722853877	0.732	0.221	Spermatocyte	1.290480833	1.525948891
AY702103	0	0.72138797	0.635	0.147	Spermatocyte	1.041409555	1.357744972
6430531B16Rik	0	0.71793355	0.641	0.101	Spermatocyte	0.966250984	1.263928273
Spesp1	0	0.71526234	0.855	0.32	Spermatocyte	1.990834778	2.127738707
Dynlt1a	0	0.713723042	0.721	0.228	Spermatocyte	1.305226926	1.554066696
Spata4	0	0.713030267	0.946	0.586	Spermatocyte	2.77468383	2.827075427
Mrgbp	0	0.711807441	0.628	0.139	Spermatocyte	1.214167588	1.562663054
Wdr66	0	0.711305941	0.692	0.143	Spermatocyte	1.178238016	1.446429399
Rpgrip1	0	0.710910084	0.922	0.57	Spermatocyte	2.531627894	2.606640926
Cnot4	0	0.710224058	0.786	0.3	Spermatocyte	1.585388145	1.781777475
Xrcc4	0	0.71007779	0.623	0.093	Spermatocyte	0.951605594	1.267813626
Zfp318	0	0.709775094	0.754	0.249	Spermatocyte	1.454009665	1.67683419
Pex13	0	0.708711488	0.72	0.208	Spermatocyte	1.215897912	1.457899858
Itgae	0	0.707973714	0.768	0.32	Spermatocyte	1.579928198	1.794709087
1700123L14Rik	0	0.707766784	0.851	0.451	Spermatocyte	2.154508668	2.297940996
Rnf7	0	0.705499995	0.83	0.366	Spermatocyte	1.733711907	1.889945719
Cct6b	0	0.704858457	0.864	0.456	Spermatocyte	2.004504749	2.132227862
Prdx6b	0	0.704704856	0.907	0.504	Spermatocyte	2.490502544	2.580766438
Rsrc1	0	0.703163463	0.768	0.257	Spermatocyte	1.41820942	1.624625445
Ccnb2	0	0.701429272	0.766	0.273	Spermatocyte	1.459640974	1.670037223
4931417E11Rik	0	0.700837941	0.686	0.213	Spermatocyte	1.20901314	1.487516809
Gtf2b	0	0.700594214	0.713	0.2	Spermatocyte	1.215419118	1.464693222
1700051A21Rik	0	0.70052058	0.721	0.248	Spermatocyte	1.296585434	1.543969324
Golga4	0	0.700415082	0.869	0.443	Spermatocyte	2.146215709	2.271455974
Them6	0	0.699506466	0.576	0.068	Spermatocyte	0.856669633	1.210146665
Baz1a	0	0.699430249	0.673	0.284	Spermatocyte	1.671151902	2.003852997
Wdr78	0	0.697729962	0.662	0.185	Spermatocyte	1.144765765	1.443734074
1700008K24Rik	0	0.697113601	0.927	0.55	Spermatocyte	2.518947193	2.588645757
Timm8b	0	0.696289016	0.865	0.442	Spermatocyte	1.948424091	2.074494327
Ttc21b	0	0.695973408	0.659	0.153	Spermatocyte	1.08941729	1.384204216
Znhit1	0	0.695882737	0.843	0.408	Spermatocyte	1.761541843	1.905295472
4930522O17Rik	0	0.695858989	0.599	0.149	Spermatocyte	1.024242985	1.381467932
Cby1	0	0.695823903	0.649	0.134	Spermatocyte	1.026393373	1.324828887
Ift46	0	0.694537408	0.639	0.117	Spermatocyte	0.979915601	1.281789507
Pcbp3	0	0.694253041	0.683	0.168	Spermatocyte	1.095361002	1.364923986
Fam209	0	2.052747329	0.884	0.122	RoundSpermatid	2.511740267	2.625364542
Acrv1	0	1.934609168	0.858	0.107	RoundSpermatid	2.341006344	2.479961056
1700015E13Rik	0	1.843055832	0.86	0.126	RoundSpermatid	2.288728874	2.425765445
Spaca1	0	1.825686115	0.819	0.101	RoundSpermatid	2.205770019	2.385069299
Tsga8	0	1.807410906	0.885	0.196	RoundSpermatid	2.453487203	2.565596045
Spaca3	0	1.770322904	0.83	0.099	RoundSpermatid	2.116500203	2.2820411
Spata45	0	1.768259085	0.824	0.107	RoundSpermatid	2.152525472	2.325178647
Efcab9	0	1.740542724	0.851	0.118	RoundSpermatid	2.160488232	2.304770792
Gtsf1l	0	1.681845354	0.862	0.171	RoundSpermatid	2.333225642	2.468746853
Tex36	0	1.650549737	0.753	0.067	RoundSpermatid	1.892712163	2.138480686
Kif2b	0	1.615767198	0.908	0.259	RoundSpermatid	2.777331076	2.868006859
Tmem190	0	1.610467877	0.807	0.096	RoundSpermatid	1.934539727	2.120563239
Tex33	0	1.60316634	0.884	0.213	RoundSpermatid	2.415687127	2.528250029
Sox5	0	1.599421809	0.781	0.105	RoundSpermatid	1.939914838	2.154871423
RP23-407B16.3	0	1.588307669	0.773	0.094	RoundSpermatid	1.88585807	2.108575775
Ccer1	0	1.566989053	0.872	0.194	RoundSpermatid	2.350909796	2.475483435
Lyzl6	0	1.564546992	0.73	0.056	RoundSpermatid	1.749457623	2.0158219
1700013D24Rik	0	1.552890732	0.775	0.101	RoundSpermatid	1.916318561	2.138038319
Spata31	0	1.54640609	0.72	0.061	RoundSpermatid	1.773064273	2.052921814
1700001P01Rik	0	1.536299656	0.64	0.035	RoundSpermatid	1.676853738	2.053973451
Rnf151	0	1.507447889	0.878	0.224	RoundSpermatid	2.481000467	2.601210978
Ccdc81	0	1.503328493	0.746	0.082	RoundSpermatid	1.793427773	2.043223657
Lyzl1	0	1.479134467	0.758	0.077	RoundSpermatid	1.739120036	1.973049996
Actl7b	0	1.473098233	0.861	0.295	RoundSpermatid	2.216879559	2.351037437
Cypt4	0	1.457418024	0.88	0.273	RoundSpermatid	2.866735036	2.987636238
1700028P14Rik	0	1.453428529	0.804	0.23	RoundSpermatid	2.037877394	2.23028399
1700049L16Rik	0	1.44281656	0.771	0.111	RoundSpermatid	1.750915921	1.970934425
1700001J03Rik	0	1.440881856	0.806	0.148	RoundSpermatid	1.914935679	2.101378257
4931409K22Rik	0	1.434339068	0.7	0.072	RoundSpermatid	1.727443958	2.028835707
1700113H08Rik	0	1.430849619	0.727	0.066	RoundSpermatid	1.642745221	1.907201451
Pdilt	0	1.429913838	0.742	0.064	RoundSpermatid	1.648808328	1.896664551
Tulp2	0	1.428761498	0.937	0.457	RoundSpermatid	2.936679441	2.99849119
Dusp13	0	1.427829016	0.788	0.112	RoundSpermatid	1.815563106	2.018522988
Cast	0	1.415172049	0.856	0.226	RoundSpermatid	2.213842605	2.35390172
Scp2d1	0	1.413973856	0.802	0.19	RoundSpermatid	2.292154999	2.492734843
BC051628	0	1.393171928	0.744	0.117	RoundSpermatid	1.688298843	1.935390313
1700011A15Rik	0	1.383388234	0.702	0.071	RoundSpermatid	1.597938811	1.889936551
Fam24a	0	1.380541992	0.735	0.072	RoundSpermatid	1.608387016	1.862035322
Spaca4	0	1.378400189	0.709	0.067	RoundSpermatid	1.59458197	1.877763472
1700093K21Rik	0	1.371191371	0.795	0.135	RoundSpermatid	1.956941781	2.156826588
1700001L19Rik	0	1.366508306	0.777	0.128	RoundSpermatid	1.764789472	1.978416313
1700016G14Rik	0	1.364887798	0.703	0.061	RoundSpermatid	1.569520506	1.858453663
Tekt2	0	1.359041529	0.804	0.257	RoundSpermatid	1.987992708	2.178612456
1700067P10Rik	0	1.357854974	0.694	0.064	RoundSpermatid	1.552041348	1.849892655
Creb3l4	0	1.354104571	0.838	0.214	RoundSpermatid	2.127979616	2.28496491
Arrdc5	0	1.353980401	0.764	0.101	RoundSpermatid	1.70134184	1.92620082
Tsc22d4	0	1.344256181	0.78	0.17	RoundSpermatid	1.944919154	2.161065548
Tex29	0	1.325868464	0.623	0.076	RoundSpermatid	1.615660812	2.011405772
Spaca7	0	1.324271869	0.784	0.129	RoundSpermatid	1.791471301	1.998101924
1700007K09Rik	0	1.323922106	0.681	0.08	RoundSpermatid	1.585730252	1.902935516
Cabyr	0	1.31559841	0.823	0.202	RoundSpermatid	2.037239427	2.208975927
Best1	0	1.315055438	0.728	0.088	RoundSpermatid	1.616252445	1.878155105
Dgat2	0	1.307499591	0.774	0.181	RoundSpermatid	1.894399631	2.115702073
1700041C23Rik	0	1.304663721	0.589	0.049	RoundSpermatid	1.467970212	1.897332394
1700031L13Rik	0	1.303084459	0.684	0.066	RoundSpermatid	1.535406331	1.844265924
4930527J03Rik	0	1.301652628	0.609	0.054	RoundSpermatid	1.507727448	1.91298744
Hist1h2bp	0	1.296846011	0.713	0.134	RoundSpermatid	1.59653566	1.874318927
BC048502	0	1.263202331	0.755	0.228	RoundSpermatid	1.910540415	2.154274267
Spag6l	0	1.258529138	0.684	0.072	RoundSpermatid	1.489177248	1.795317087
1700021F07Rik	0	1.258170018	0.855	0.348	RoundSpermatid	2.130537763	2.269519835
Pdzk1ip1	0	1.257245066	0.676	0.058	RoundSpermatid	1.426973838	1.73818235
Ccdc89	0	1.251064911	0.762	0.27	RoundSpermatid	1.913429986	2.149990232
Spata9	0	1.247613853	0.669	0.045	RoundSpermatid	1.387942641	1.704117009
Zfp37	0	1.247319968	0.754	0.168	RoundSpermatid	1.765374819	2.00495447
4930432E11Rik	0	1.229647974	0.485	0.038	RoundSpermatid	1.412174291	2.001480951
Prr27	0	1.228156646	0.627	0.041	RoundSpermatid	1.349597116	1.714497364
Ttc23l	0	1.2266242	0.751	0.109	RoundSpermatid	1.612805954	1.848268556
Gm4275	0	1.225361487	0.667	0.113	RoundSpermatid	1.621464237	1.958054556
Clip1	0	1.220601868	0.8	0.241	RoundSpermatid	2.009150692	2.204704109
Erich3	0	1.217901879	0.824	0.18	RoundSpermatid	2.113825106	2.285875048
Eqtn	0	1.2121994	0.643	0.037	RoundSpermatid	1.33526119	1.678430654
Fam183b	0	1.204489006	0.764	0.137	RoundSpermatid	1.679442507	1.903193879
Odf3	0	1.196614718	0.693	0.092	RoundSpermatid	1.564794547	1.864995651
Tmem225	0	1.19157941	0.673	0.077	RoundSpermatid	1.386159738	1.696893999
Prkg1	0	1.189375424	0.663	0.058	RoundSpermatid	1.37661225	1.699300087
1700016D06Rik	0	1.178960579	0.75	0.127	RoundSpermatid	1.618152579	1.854912923
Tex43	0	1.178842836	0.732	0.137	RoundSpermatid	1.661635775	1.921119107
4930578I06Rik	0	1.178348829	0.762	0.136	RoundSpermatid	1.645791548	1.870537402
Slc16a7	0	1.178033091	0.755	0.213	RoundSpermatid	1.698448408	1.933265323
